age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
20,5,298227,1,10,0,0,3,1,0,0,0,35,28,1
44,5,290521,15,9,4,8,0,4,1,0,0,40,28,1
51,5,56915,15,9,1,13,1,0,0,0,0,40,28,1
20,5,146538,15,9,1,3,1,1,0,0,0,40,28,1
17,3,258872,12,7,0,10,5,1,1,0,0,5,28,1
19,5,206399,15,9,0,3,5,4,1,0,0,40,28,1
45,0,197332,1,10,1,13,1,1,0,0,0,55,28,0
60,5,245062,15,9,1,13,1,1,0,0,0,40,28,0
42,5,197583,2,12,1,8,1,4,0,0,0,40,36,0
44,1,234885,15,9,1,0,2,1,1,0,0,40,28,0
40,5,72887,6,11,1,3,1,3,0,0,0,40,28,0
30,5,180374,15,9,1,8,2,1,1,0,0,40,28,1
38,5,351299,1,10,1,11,1,4,0,0,0,50,28,1
23,5,54012,15,9,1,11,1,1,0,0,0,60,28,1
32,3,115745,1,10,1,10,1,1,0,0,0,40,28,1
44,5,116632,2,12,0,12,5,1,0,0,0,40,28,1
54,6,288825,15,9,1,11,1,4,0,0,0,40,28,1
32,5,132601,4,13,1,14,1,1,0,0,0,50,28,1
50,5,193374,8,2,3,13,0,1,0,0,0,40,28,1
24,5,170070,4,13,0,7,3,1,1,0,0,20,28,1
37,5,126708,15,9,1,2,2,1,1,0,0,60,28,1
52,5,35598,15,9,5,11,0,1,0,0,0,40,28,1
38,5,33983,1,10,1,11,1,1,0,0,0,40,28,1
49,5,192776,11,14,1,8,1,1,0,0,1977,45,28,0
30,5,118551,4,13,1,7,2,1,1,0,0,16,28,0
60,5,201965,1,10,0,14,0,1,0,0,0,40,28,0
22,3,139883,1,10,0,10,5,1,0,0,0,40,28,1
35,5,285020,15,9,0,13,3,1,0,0,0,40,28,1
30,5,303990,15,9,0,11,3,1,0,0,0,60,28,1
67,5,49401,6,11,5,5,3,1,1,0,0,24,28,1
46,5,279196,4,13,0,13,3,1,1,0,0,40,28,1
17,5,211870,5,5,0,5,3,1,0,0,0,6,28,1
22,5,281432,1,10,0,9,5,1,0,0,0,30,28,1
27,5,161155,13,6,0,5,3,1,0,0,0,40,28,1
23,5,197904,15,9,0,5,0,1,1,0,0,35,28,1
33,5,111746,2,12,1,13,1,1,0,0,0,45,23,1
43,1,170721,1,10,1,13,1,1,0,0,0,20,28,1
28,4,70100,4,13,0,14,3,1,0,0,0,20,28,1
41,5,193626,15,9,3,13,0,1,1,0,0,40,28,1
52,3,271749,9,8,0,10,4,4,0,594,0,40,28,1
25,5,189775,1,10,3,2,5,4,1,0,0,20,28,1
63,3,401531,8,2,1,10,1,1,0,0,0,35,28,1
59,6,286967,15,9,1,11,1,1,0,0,0,45,28,1
45,6,164427,4,13,5,14,0,1,1,0,0,40,28,1
38,5,91039,4,13,1,0,1,1,0,15024,0,60,28,0
40,5,347934,15,9,0,5,3,1,1,0,0,35,28,1
46,8,371373,15,9,5,2,3,1,0,0,0,40,28,1
35,5,32220,2,12,0,8,3,1,1,0,0,60,28,1
34,5,187251,15,9,5,14,0,1,1,0,0,25,28,1
33,5,178107,4,13,0,13,5,1,0,0,0,20,28,1
41,5,343121,15,9,5,2,0,1,1,0,0,36,28,1
20,5,262749,1,10,0,3,5,1,0,0,0,40,28,1
23,5,403107,3,3,0,5,5,1,0,0,0,40,29,1
26,5,64293,1,10,0,14,3,1,1,0,0,35,28,1
72,3,303588,15,9,1,10,1,1,0,0,0,20,28,1
23,6,324960,15,9,0,12,3,1,0,0,0,40,40,1
62,6,114060,15,9,1,11,1,1,0,0,0,40,28,1
52,5,48925,1,10,1,2,1,1,0,0,0,40,28,1
58,5,180980,1,10,5,5,0,1,1,0,0,42,14,1
25,5,181054,4,13,0,0,3,1,1,0,0,40,28,1
24,5,388093,4,13,0,8,3,4,0,0,0,40,28,1
19,5,249609,1,10,0,1,5,1,0,0,0,8,28,1
43,5,112131,1,10,1,8,1,1,0,0,0,40,28,1
47,6,543162,15,9,2,2,0,4,1,0,0,40,28,1
39,5,91996,15,9,5,5,0,1,1,0,0,40,28,1
49,5,141944,6,11,3,9,0,1,0,0,1380,42,28,1
53,3,251804,3,3,4,10,0,4,1,0,0,30,28,1
32,5,37070,6,11,0,13,3,1,0,0,0,45,28,1
34,5,337587,1,10,1,14,1,1,0,0,0,50,28,0
28,5,189346,15,9,5,13,3,1,0,0,0,45,28,1
57,3,222216,6,11,4,10,0,1,1,0,0,38,28,1
25,5,267044,1,10,0,2,3,0,1,0,0,20,28,1
20,3,214635,1,10,0,10,5,1,0,0,0,24,28,1
21,3,204226,1,10,0,10,0,1,1,0,0,35,28,1
34,5,108116,4,13,1,14,1,1,0,0,0,50,28,0
38,0,99146,4,13,1,8,1,1,0,15024,0,80,28,0
50,5,196232,15,9,1,8,1,1,0,7688,0,50,28,0
24,6,248344,1,10,5,9,3,4,0,0,0,50,28,1
37,6,186035,1,10,1,7,1,1,0,0,0,45,28,0
44,5,177905,1,10,5,3,0,1,0,0,0,58,28,0
28,5,85812,1,10,1,0,2,1,1,0,0,40,28,1
42,5,221172,4,13,1,8,1,1,0,0,0,40,28,0
74,5,99183,1,10,5,2,3,1,1,0,0,9,28,1
38,1,190387,15,9,1,13,1,1,0,0,0,50,28,1
44,1,202692,11,14,1,14,1,1,0,0,0,40,28,1
44,5,109339,12,7,5,3,0,2,1,0,0,46,21,1
26,5,108658,15,9,0,3,3,1,0,0,0,40,28,1
36,5,197202,15,9,1,5,1,4,0,0,0,40,28,1
41,5,101739,2,12,1,8,2,1,1,0,0,50,28,0
67,5,231559,10,15,1,14,1,1,0,20051,0,48,28,0
39,6,207853,9,8,1,7,1,1,0,0,0,50,28,1
57,5,190942,8,2,4,6,3,4,1,0,0,30,28,1
29,5,102345,6,11,2,13,3,1,0,0,0,40,28,1
31,0,41493,4,13,0,12,3,1,1,0,0,45,28,1
34,3,190027,15,9,0,10,0,4,1,0,0,40,28,1
44,5,210525,1,10,1,11,1,1,0,0,0,40,28,1
29,5,133937,7,16,0,14,5,1,0,0,0,40,28,1
30,5,237903,1,10,0,9,0,1,1,0,0,40,28,1
27,5,163862,15,9,0,11,3,1,0,0,0,40,28,1
27,5,201872,1,10,1,0,1,1,0,0,0,50,28,1
32,5,84179,15,9,0,9,3,1,1,0,0,45,28,1
58,5,51662,13,6,1,5,2,1,1,0,0,8,28,1
35,6,233327,1,10,1,1,1,1,0,0,0,40,28,1
21,5,259510,15,9,0,9,5,1,0,0,0,36,28,1
28,5,184831,1,10,0,13,0,1,0,0,0,40,28,1
46,1,245724,1,10,5,8,3,1,0,0,0,50,28,1
36,1,27053,15,9,2,5,0,1,1,0,0,40,28,1
72,5,205343,12,7,4,2,0,1,1,0,0,40,28,1
35,5,229328,15,9,1,3,2,4,1,0,0,40,28,1
33,8,319560,6,11,5,13,0,4,1,0,0,40,28,0
69,5,136218,12,7,0,3,3,1,1,0,0,40,28,1
35,5,54576,15,9,1,3,1,1,0,0,0,40,28,1
31,5,323069,15,9,2,2,0,1,1,0,0,20,36,1
34,5,148291,15,9,1,7,2,1,1,0,0,32,28,1
30,5,152453,12,7,1,5,1,1,0,0,0,40,27,1
28,5,114053,4,13,0,11,3,1,0,0,0,55,28,1
54,5,212960,4,13,1,0,1,1,0,0,0,35,28,0
47,5,264052,1,10,1,14,1,1,0,0,0,50,28,0
24,5,82804,15,9,0,9,0,4,1,0,0,40,28,1
52,1,334273,4,13,1,14,1,1,0,0,0,60,28,0
20,5,27337,15,9,0,9,5,0,0,0,0,48,28,1
43,0,188436,11,14,1,8,1,1,0,5013,0,45,28,1
45,5,433665,0,4,2,5,0,1,1,0,0,40,27,1
29,1,110663,15,9,2,13,3,1,0,0,0,35,28,1
47,5,87490,11,14,5,8,0,1,0,0,0,42,28,1
24,5,354351,15,9,0,13,5,1,0,0,0,40,28,1
51,5,95469,15,9,1,14,1,1,0,0,0,40,28,1
17,5,242718,12,7,0,0,5,1,0,0,0,12,28,1
37,5,22463,6,11,1,13,1,1,0,0,1977,40,28,0
27,5,158156,7,16,0,14,3,1,1,0,0,70,28,1
29,5,350162,4,13,1,8,2,1,0,0,0,40,28,0
18,3,165532,9,8,0,10,5,1,0,0,0,25,28,1
36,1,28738,2,12,5,0,0,1,1,0,0,35,28,1
58,6,283635,4,13,0,14,3,1,1,0,0,40,28,1
26,1,86646,1,10,1,13,1,1,0,0,0,45,28,1
65,3,195733,1,10,1,10,1,1,0,0,0,30,28,0
57,5,69884,15,9,1,0,1,1,0,0,0,40,28,0
59,5,199713,15,9,1,13,1,1,0,0,0,40,28,1
27,5,181659,15,9,1,3,1,1,0,0,0,40,28,1
31,1,340939,4,13,0,7,3,1,0,0,0,40,28,1
21,5,197747,1,10,0,0,5,1,1,0,0,24,28,1
29,5,34292,1,10,0,2,3,1,0,0,0,60,28,1
18,5,156764,12,7,0,5,5,1,0,0,0,40,28,1
52,5,25826,13,6,1,13,1,1,0,0,1887,47,28,0
57,0,103948,4,13,5,14,3,1,0,0,0,80,28,1
42,3,137390,15,9,1,10,1,1,0,0,0,40,28,1
55,3,105138,15,9,1,10,2,3,1,0,0,40,28,1
60,5,39352,0,4,0,11,3,1,0,0,0,48,28,0
31,5,168387,4,13,1,14,1,1,0,7688,0,40,31,0
23,5,117789,4,13,0,2,5,1,1,0,0,40,28,1
27,5,267147,15,9,0,0,5,1,0,0,0,40,28,1
23,3,99399,1,10,0,10,0,0,1,0,0,25,28,1
42,1,214242,10,15,1,14,1,1,0,0,1902,50,28,0
25,5,200408,1,10,0,7,3,1,0,2174,0,40,28,1
49,5,136455,4,13,0,14,3,1,1,0,0,45,28,1
32,5,239824,4,13,0,7,3,1,0,0,0,40,28,1
19,5,217039,1,10,0,2,5,1,0,0,0,28,28,1
60,5,51290,0,4,5,5,3,1,1,0,0,40,28,1
42,6,175674,5,5,1,5,1,1,0,0,0,40,28,1
35,1,194404,2,12,0,12,3,1,0,0,0,40,28,1
48,5,45612,15,9,0,2,0,4,1,0,0,37,28,1
51,5,410114,11,14,1,13,1,1,0,0,0,40,28,0
29,5,182521,15,9,0,13,3,0,0,0,0,40,28,1
36,6,339772,15,9,2,8,3,4,0,0,0,40,28,1
17,5,169658,13,6,0,5,5,1,1,0,0,21,28,1
52,5,200853,11,14,5,14,3,1,1,6849,0,60,28,1
24,5,247564,15,9,0,13,3,1,0,0,0,40,28,1
24,5,249909,15,9,1,9,1,1,0,0,0,50,28,1
26,6,208122,4,13,0,14,5,1,0,1055,0,40,28,1
27,5,109881,4,13,0,5,5,1,1,0,0,20,28,1
39,5,207824,15,9,0,9,5,1,0,0,0,60,28,1
30,5,369027,15,9,1,11,1,4,0,0,0,45,28,1
50,1,114117,15,9,1,8,1,1,0,0,0,32,28,1
52,0,51048,4,13,1,0,1,1,0,0,0,55,28,1
46,5,102388,10,15,1,14,1,1,0,15024,0,45,28,0
23,5,190483,4,13,0,0,5,1,1,0,0,20,28,1
45,5,462440,12,7,4,5,3,4,1,0,0,20,28,1
65,5,109351,5,5,4,6,0,4,1,0,0,24,28,1
29,5,34383,6,11,1,11,1,1,0,0,0,55,28,1
47,5,241832,5,5,3,9,0,1,0,0,0,40,29,1
30,5,124187,15,9,0,12,5,4,0,0,0,60,28,1
34,5,153614,15,9,1,0,1,1,0,0,0,45,28,0
38,1,267556,15,9,1,0,1,1,0,0,0,64,28,1
33,5,205469,1,10,1,8,1,1,0,0,0,40,28,0
49,5,268090,4,13,1,0,1,1,0,0,0,26,28,0
47,1,165039,1,10,0,5,0,4,1,0,0,40,28,1
49,6,120451,13,6,2,5,0,4,1,0,0,40,28,1
43,5,154374,1,10,1,13,1,1,0,15024,0,60,28,0
30,5,103649,4,13,1,2,2,4,1,0,0,40,28,0
58,1,35723,15,9,1,13,1,1,0,0,0,60,28,1
19,5,262601,15,9,0,5,5,1,1,0,0,14,28,1
21,5,226181,4,13,0,9,3,1,0,0,0,40,28,1
33,5,175697,4,13,1,8,1,1,0,15024,0,60,28,0
47,0,248145,3,3,1,11,1,1,0,0,0,50,1,1
52,1,289436,7,16,1,14,1,1,0,0,0,60,28,0
26,5,75654,15,9,5,13,3,1,0,0,0,55,28,1
60,5,199378,15,9,1,13,1,1,0,0,0,40,28,1
21,5,160968,1,10,0,9,5,1,0,0,0,40,28,1
36,5,188563,1,10,1,0,1,1,0,5178,0,50,28,0
31,5,55849,1,10,1,13,1,1,0,0,0,45,28,1
50,0,195322,7,16,2,14,3,1,0,0,0,40,28,0
31,6,402089,15,9,5,2,0,1,1,0,0,40,28,1
71,5,78277,15,9,1,13,1,1,0,0,0,15,28,1
58,3,158611,15,9,1,10,1,1,0,0,0,50,28,1
30,4,169496,4,13,1,7,1,1,0,0,0,40,28,0
20,5,130959,1,10,0,5,5,1,0,0,0,20,28,1
24,5,556660,15,9,0,8,4,1,0,4101,0,50,28,1
35,5,292472,7,16,1,14,1,3,0,0,0,40,5,0
38,4,143774,1,10,2,8,3,1,1,0,0,45,28,1
27,5,288341,15,9,0,3,5,1,1,0,0,32,28,1
29,4,71592,1,10,0,2,0,3,1,0,0,40,38,1
70,3,167358,5,5,4,10,0,1,1,1111,0,15,28,1
34,5,106742,15,9,1,13,1,1,0,0,0,45,28,1
44,5,219288,0,4,1,13,1,1,0,0,0,35,28,1
43,5,174524,15,9,1,3,1,1,0,0,0,40,28,0
44,1,335183,9,8,1,9,1,4,0,0,0,40,28,0
35,5,261293,11,14,0,0,3,1,0,0,0,60,28,1
27,5,111900,1,10,0,14,3,1,0,0,0,40,28,1
43,6,194360,11,14,0,14,3,1,0,0,0,38,28,1
20,5,81145,1,10,0,0,3,1,1,0,0,25,28,1
42,5,341204,2,12,5,14,0,1,1,8614,0,40,28,0
27,4,249362,1,10,1,11,1,1,0,3411,0,40,28,1
42,5,247019,15,9,1,13,1,4,0,0,0,40,28,0
20,3,114746,12,7,3,10,5,3,1,0,1762,40,30,1
24,5,172146,5,5,0,3,3,1,0,0,1721,40,28,1
48,8,110457,1,10,5,8,3,1,0,0,0,40,28,1
17,3,80077,12,7,0,10,5,1,1,0,0,20,28,1
17,1,368700,12,7,0,12,5,1,0,0,0,10,28,1
33,5,182556,4,13,1,8,1,1,0,0,0,40,28,0
50,0,219420,15,9,1,0,1,1,0,0,0,50,28,0
22,5,240817,15,9,0,0,5,1,1,2597,0,40,28,1
17,5,102726,9,8,0,5,5,1,0,0,0,16,28,1
32,5,226267,1,10,1,2,1,1,0,0,0,40,27,1
31,5,125457,15,9,0,13,3,1,0,0,0,45,28,1
58,1,204021,15,9,4,8,3,1,0,0,0,50,28,1
29,6,92262,15,9,0,1,5,1,0,0,0,48,28,1
37,5,161141,6,11,1,13,1,1,0,0,0,40,23,0
34,1,190290,15,9,1,13,1,1,0,0,0,40,28,0
23,6,430828,1,10,2,8,0,4,0,0,0,40,28,1
18,4,59342,12,7,0,2,5,1,1,0,0,5,28,1
34,5,136721,15,9,5,8,3,1,1,0,0,40,28,1
66,3,149422,0,4,0,10,3,1,0,0,0,4,28,1
45,6,86644,4,13,1,14,2,1,1,0,0,55,28,1
41,5,195124,11,14,0,8,3,1,0,0,0,35,39,1
26,5,167350,15,9,0,5,4,1,0,0,0,30,28,1
54,6,113000,1,10,1,12,1,1,0,0,0,40,28,1
24,5,140027,1,10,0,3,5,4,1,0,0,45,28,1
42,5,262425,1,10,1,14,1,1,0,0,0,50,28,1
20,5,316702,1,10,0,14,5,1,0,0,0,20,28,1
23,4,335453,4,13,0,7,3,1,1,0,0,20,28,1
25,3,202480,2,12,0,10,4,1,0,0,0,45,28,1
35,5,203628,11,14,0,14,3,1,0,0,0,60,28,0
31,5,118710,11,14,1,7,1,1,0,0,1902,40,28,0
30,5,189620,4,13,0,14,5,1,1,0,0,40,40,1
19,5,475028,15,9,0,0,5,1,1,0,0,20,28,1
36,6,110866,4,13,0,14,3,1,0,0,0,50,28,1
31,5,243605,4,13,4,0,0,1,1,0,1380,40,1,1
21,5,163870,1,10,0,9,5,1,0,0,0,30,28,1
31,1,80145,1,10,1,13,1,1,0,0,0,40,28,1
46,5,295566,7,16,5,14,0,1,1,25236,0,65,28,0
44,5,63042,4,13,5,8,5,1,1,0,0,50,28,0
40,5,229148,9,8,1,5,1,4,0,0,0,40,11,1
45,5,242552,1,10,0,0,3,4,0,0,0,40,28,1
60,5,177665,15,9,1,13,1,1,0,0,0,35,28,1
18,5,208103,12,7,0,5,4,1,0,0,0,25,28,1
28,5,296450,4,13,1,14,1,1,0,0,0,40,28,1
36,5,70282,1,10,5,2,0,4,1,0,0,40,28,1
36,5,271767,4,13,2,14,3,1,0,0,0,40,36,1
40,5,144995,6,11,1,7,1,1,0,4386,0,40,28,1
36,6,382635,4,13,5,2,0,1,1,0,0,35,12,1
31,5,295697,15,9,2,5,0,4,1,0,0,40,28,1
33,5,194141,15,9,1,3,1,1,0,0,0,40,28,1
19,4,378418,15,9,0,7,5,1,1,0,0,40,28,1
22,5,214399,1,10,0,0,5,1,1,0,0,15,28,1
34,5,217460,4,13,1,8,1,1,0,0,0,45,28,0
33,5,182556,15,9,0,5,3,1,0,0,0,40,28,1
41,5,125831,15,9,1,13,1,1,0,0,2051,60,28,1
29,5,271328,4,13,0,14,3,1,0,4650,0,40,28,1
50,6,50459,15,9,1,8,1,1,0,0,0,42,28,0
42,5,162140,4,13,1,8,1,1,0,7298,0,45,28,0
43,5,177937,4,13,0,14,3,1,0,0,0,40,36,0
44,5,111502,15,9,1,0,2,1,1,0,0,40,28,1
20,5,299047,1,10,0,5,3,1,1,0,0,20,28,1
31,5,223212,15,9,1,5,1,1,0,0,0,40,27,1
65,1,118474,12,7,1,8,1,1,0,9386,0,59,36,0
23,5,352139,1,10,0,5,3,1,1,0,0,24,28,1
55,5,173093,1,10,5,2,3,3,1,0,0,40,28,1
26,5,181655,6,11,1,2,1,1,0,0,2377,45,28,1
25,5,332702,6,11,0,5,5,1,1,0,0,15,28,1
45,3,51164,1,10,1,10,2,4,1,0,0,40,28,1
35,5,234901,1,10,1,13,1,1,0,2407,0,40,28,1
36,5,131414,1,10,0,0,3,4,1,0,0,36,28,1
43,4,260960,4,13,1,14,1,1,0,0,0,50,28,1
56,5,156052,15,9,4,5,0,4,1,594,0,20,28,1
42,5,279914,4,13,1,7,1,1,0,0,0,40,28,0
19,5,192453,1,10,0,5,4,1,1,0,0,25,28,1
55,1,200939,15,9,1,11,1,1,0,0,0,72,28,1
42,5,151408,11,14,0,8,3,1,1,14084,0,50,28,0
26,5,112847,6,11,0,7,5,1,0,0,0,40,28,1
17,5,316929,9,8,0,9,5,1,0,0,0,20,28,1
42,6,126319,4,13,1,14,2,1,1,0,0,40,28,0
55,5,197422,15,9,1,11,1,1,0,7688,0,40,28,0
32,5,267736,1,10,0,2,5,4,1,0,0,40,28,1
29,5,267034,12,7,0,13,5,4,0,0,0,40,15,1
46,4,193047,4,13,1,14,1,1,0,0,0,37,28,1
29,4,356089,4,13,1,8,1,1,0,7688,0,40,28,0
22,5,223515,4,13,0,14,0,1,0,0,0,20,28,1
58,1,87510,13,6,1,13,1,1,0,0,0,40,28,1
23,5,145111,15,9,0,11,0,1,0,0,0,50,28,1
39,5,48093,15,9,0,9,3,1,0,0,0,40,28,1
27,5,31757,6,11,0,13,5,1,0,0,0,38,28,1
54,5,285854,15,9,1,11,1,1,0,0,0,40,28,0
33,6,120064,4,13,0,14,3,1,1,0,0,45,28,1
46,8,167381,15,9,1,2,2,1,1,0,0,40,28,0
37,5,103408,15,9,0,12,3,4,0,0,0,40,28,1
36,5,101460,15,9,0,5,3,1,1,0,0,18,28,1
59,6,420537,15,9,1,2,2,1,1,0,0,38,28,0
34,6,119411,15,9,5,1,0,1,0,0,0,40,23,1
53,0,128272,7,16,1,8,1,1,0,0,0,70,28,0
51,5,386773,4,13,0,0,3,1,0,0,0,55,28,0
32,5,283268,13,6,2,5,0,1,1,0,0,42,28,1
31,4,301526,1,10,3,5,4,1,0,0,0,40,28,1
22,5,151790,1,10,1,0,2,1,1,0,0,30,0,1
47,1,106252,4,13,5,0,3,1,1,0,0,50,28,1
32,5,188557,15,9,0,3,3,1,0,0,0,40,28,1
26,5,171114,1,10,0,12,3,1,1,0,0,38,28,1
37,5,327323,3,3,2,12,3,1,0,0,0,32,3,1
31,5,244147,15,9,5,13,0,1,0,0,0,55,28,1
37,5,280282,6,11,1,7,2,1,1,0,0,24,28,0
55,5,116442,15,9,0,0,3,1,0,0,0,38,28,1
23,6,282579,6,11,5,7,3,1,0,0,0,56,28,1
36,5,51838,1,10,5,2,0,1,1,0,0,40,28,1
34,5,73585,11,14,1,14,1,1,0,0,0,40,36,1
43,5,226902,4,13,1,0,1,1,0,0,0,50,28,0
54,5,279129,1,10,0,7,3,1,0,0,0,40,28,1
43,4,146908,1,10,1,13,1,1,0,0,0,40,36,1
28,5,196690,6,11,0,3,3,1,1,0,1669,42,28,1
40,5,130760,6,11,1,8,1,1,0,0,0,50,28,0
41,1,49572,1,10,1,8,1,1,0,0,0,60,28,1
40,5,237601,4,13,0,0,3,2,1,0,0,55,28,0
42,5,169628,1,10,5,2,3,4,1,0,0,38,28,1
61,1,36671,15,9,1,12,1,1,0,0,2352,50,28,1
18,5,231193,9,8,0,3,5,1,0,0,0,30,28,1
59,3,192130,15,9,1,10,1,1,0,0,0,16,28,1
21,3,149704,15,9,0,10,3,1,1,1055,0,40,28,1
48,5,102102,6,11,1,7,1,1,0,0,0,50,28,0
41,0,32185,4,13,1,7,1,1,0,0,0,40,28,1
18,3,196061,1,10,0,10,5,1,0,0,0,33,28,1
23,5,211046,15,9,0,0,3,1,1,2463,0,40,28,1
60,5,31577,15,9,1,11,1,1,0,0,0,60,28,0
22,5,162343,1,10,0,5,4,4,0,0,0,20,28,1
61,5,128831,15,9,1,3,1,1,0,0,0,40,28,1
25,5,316688,15,9,0,3,3,4,0,0,0,40,28,1
46,5,90758,11,14,0,7,3,1,0,0,0,35,28,0
43,5,274363,4,13,1,8,1,1,0,0,1902,40,22,0
43,5,154538,2,12,5,13,3,1,0,0,0,40,28,1
24,5,106085,15,9,0,5,5,4,0,0,1721,30,28,1
68,1,315859,12,7,0,12,0,1,0,0,0,20,28,1
31,5,51471,15,9,5,2,0,1,1,0,0,38,28,1
17,5,193830,12,7,0,0,5,1,1,0,0,20,28,1
32,5,231043,15,9,1,13,1,1,0,5178,0,48,28,0
50,3,23780,11,14,3,10,4,1,0,0,0,40,28,1
33,5,169879,4,13,1,14,1,1,0,3103,0,47,28,0
64,5,270333,4,13,1,14,1,1,0,0,0,40,28,0
20,5,138768,15,9,0,11,5,1,0,0,0,30,28,1
30,5,191571,15,9,2,5,5,1,1,0,0,36,28,1
22,3,219941,1,10,0,10,5,4,0,0,0,40,28,1
43,5,94113,1,10,5,8,3,1,0,0,0,45,28,1
22,5,137510,1,10,0,2,5,1,0,0,0,40,28,1
17,5,32607,13,6,0,12,5,1,0,0,0,20,28,1
47,1,93208,15,9,1,5,2,1,1,0,0,75,35,1
41,5,254440,6,11,0,14,3,1,1,0,0,60,28,1
56,5,186556,1,10,1,13,1,1,0,0,0,50,28,0
64,5,169871,15,9,1,11,1,1,0,0,0,45,28,1
47,5,191277,15,9,1,11,1,1,0,0,0,50,28,0
48,5,167159,6,11,0,2,0,1,0,0,0,40,28,1
31,5,171871,11,14,0,14,3,1,1,0,0,46,28,1
29,5,154411,6,11,0,7,5,1,0,0,0,40,28,1
30,5,129227,15,9,4,2,3,1,1,0,0,40,28,1
32,5,110331,15,9,1,8,1,1,0,0,1672,60,28,1
57,5,34269,15,9,4,11,0,1,0,0,653,42,28,0
62,5,174355,15,9,4,5,3,1,1,0,0,40,28,1
39,5,680390,15,9,2,3,0,1,1,0,0,24,28,1
43,5,233130,1,10,0,2,3,1,0,0,0,25,28,1
24,0,165474,4,13,0,0,5,1,0,0,0,40,28,1
42,3,257780,12,7,1,10,1,1,0,0,0,15,28,1
53,5,194259,1,10,1,2,2,1,1,4386,0,40,28,0
26,5,280093,1,10,0,9,5,1,0,0,0,40,28,1
73,1,177387,15,9,1,8,1,1,0,0,0,40,28,1
72,3,28929,12,7,4,10,3,1,1,0,0,24,28,1
55,5,105304,15,9,1,3,1,1,0,0,0,40,28,1
25,5,499233,15,9,5,2,3,1,0,0,0,40,28,1
41,5,180572,4,13,5,14,3,1,1,0,0,50,28,0
24,5,321435,4,13,0,8,3,1,0,0,0,50,28,1
63,5,86108,15,9,4,12,3,1,0,0,0,6,28,1
17,5,198124,12,7,0,0,5,1,0,0,0,20,28,1
35,5,135162,1,10,1,13,1,1,0,0,0,50,28,1
51,5,146813,1,10,1,14,1,1,0,0,0,40,28,0
62,6,291175,4,13,4,14,3,1,1,0,0,48,28,1
55,5,387569,15,9,1,13,1,1,0,4386,0,40,28,0
43,5,102895,1,10,5,14,3,1,0,0,0,40,28,1
40,6,33274,15,9,5,5,3,1,1,0,0,50,28,1
37,5,86551,4,13,1,8,1,1,0,0,0,45,28,0
39,5,138192,4,13,1,13,1,1,0,0,0,40,28,1
31,5,118966,15,9,0,13,5,1,0,0,0,18,28,1
61,5,99784,11,14,4,14,3,1,1,0,0,40,28,0
26,5,90980,6,11,5,2,3,1,1,0,0,55,28,1
46,1,177407,15,9,1,0,1,1,0,0,0,50,28,1
26,5,96467,4,13,0,14,3,1,1,0,0,40,28,1
48,4,327886,7,16,5,14,5,1,0,0,0,50,28,0
34,5,111567,15,9,0,11,5,1,0,0,0,40,28,1
34,6,166545,15,9,0,2,5,1,1,0,0,40,28,1
59,5,142182,15,9,1,5,1,1,0,0,0,40,28,0
34,5,188798,4,13,0,14,5,1,1,0,0,40,28,1
49,5,38563,4,13,0,8,3,1,1,0,0,56,28,0
18,5,216284,12,7,0,2,5,1,1,0,0,20,28,1
43,5,191547,15,9,1,12,1,1,0,0,0,40,27,1
48,5,285335,12,7,1,8,1,1,0,0,0,50,28,1
28,0,142712,1,10,1,8,1,1,0,0,0,70,28,1
33,5,80945,15,9,1,3,1,1,0,0,0,40,28,1
24,5,309055,1,10,0,0,3,1,1,0,0,15,28,1
21,5,62339,13,6,0,9,3,1,0,0,0,40,28,1
17,5,368700,12,7,0,0,5,1,0,0,0,28,28,1
39,5,176186,1,10,1,12,1,1,0,0,0,50,28,0
29,1,266855,4,13,2,14,5,1,0,0,0,40,28,1
44,5,48087,4,13,1,8,1,1,0,0,0,40,28,0
24,5,121313,1,10,0,11,5,1,0,0,0,50,28,1
71,1,143437,11,14,1,0,1,1,0,10605,0,40,28,0
51,1,160724,4,13,1,0,1,3,0,0,2415,40,4,0
55,5,282753,3,3,5,5,0,4,0,0,0,25,28,1
41,5,194636,4,13,1,8,1,1,0,0,0,60,28,0
23,5,153044,15,9,0,9,0,4,1,0,0,7,28,1
38,5,411797,6,11,5,2,0,1,1,0,0,40,28,1
39,5,117683,15,9,1,11,1,1,0,0,0,40,28,0
19,5,376540,15,9,0,2,3,1,1,0,0,30,28,1
49,5,72393,5,5,5,3,3,1,1,0,0,40,28,1
32,5,270335,4,13,1,2,4,1,0,0,0,40,38,0
27,5,96226,15,9,1,13,1,1,0,0,0,70,28,1
38,5,95336,4,13,1,0,1,1,0,0,0,50,28,0
33,5,258498,1,10,1,13,2,1,1,0,0,60,28,1
63,3,149698,1,10,1,10,1,1,0,0,0,15,28,1
23,5,205865,4,13,0,8,5,1,0,0,0,28,28,1
33,0,155781,1,10,1,13,1,1,0,0,0,60,36,1
54,1,406468,15,9,1,0,1,4,0,0,0,40,28,1
29,5,177119,6,11,5,7,3,1,1,2174,0,45,28,1
48,3,144397,1,10,5,10,0,4,1,0,0,30,28,1
35,1,372525,4,13,0,8,3,1,0,0,0,40,28,1
